VKM;UNIQUE;Keeper Name / Halter Name / Nom du détenteur / Название владельца;Country Страна;Status Статус;www.;
SŽCZ;SZCZ;Správa železnic, státní organizace;CZ;in use;szdc.cz;
SZD;SZD;SLEZSKÉ ZEMSKÉ DRÁHY, o.p.s.;CZ;in use;;
SŽDS;SZDS;Slovenská železničná dopravná spoločnosť, a.s.;SK;in use;szds.sk;
SZEPA;SZEPA;Szepaniak Oy;FI;in use;szepaniak.fi;
SZEVA;SZEVA;Strabag Rail Kft.;HU;in use;;
SZR;SZR;Śląskie Zaplecze Remontowe Sp. z o.o.;PL;in use;szrprzezchlebie.com.pl;
SŽTP;SZTP;SŽ – Tovorni promet, d.o.o;SI;in use;slo-zeleznice.si/sl/tovorni-promet;
SZU;SZU;Sihltal Zürich Uetliberg Bahn SZU;CH;in use;szu.ch;OTIF
SZVJ;SZVJ;Společnost železniční výtopna Jaroměř, z.s.;CZ;in use;vytopnajaromer.cz;
TAB;TAB;Tågfrakt AB;SE;in use;tagfrakt.se;
TABOR;TABOR;Tabor Dębica Sp. z o.o.;PL;in use;tabor-debica.pl;
TAE;TAE;Transalpin Eisenbahn AG;CH;Revoked;captrain.de;OTIF
TAFAG;TAFAG;Tafag AG;CH;in use;tafag.ch;OTIF
TÅGAB;TAGAB;Tågåkeriet i Bergslagen AB;SE;in use;;
TAL;TAL;Talbot-Services GmbH;DE;in use;talbot-services.com;
TALDE;TALDE;Talgo (Deutschland) Gmbh;DE;in use;talgo.de;
TALE;TALE;Talleres Alegría, s.a.;ES;in use;talegria.com;
TALGO;TALGO;PATENTES TALGO, S.L.;ES;in use;talgo.com;
TAM;TAM;TAMOIL SA, Raffineries de Collombey;CH;in use;;OTIF
TANK;TANK;SO, GE, TANK SPA;FR;in use;;
TAPO;TAPO;Tatravagónka a.s. Poprad;SK;in use;tatravagonka.sk;
TASWR;TASWR;TAS Trade&Service Krzysztof Rak;PL;in use;tastrade.pl;
TAU;TAU;TAU Tanklager Auhafen AG;CH;in use;tau-ag.ch;OTIF
TAVBE;TAVBE;Taveirne algemene onderneming NV;BE;in use;taveirne.be;
TAZA;TAZA;TABAPOL Tarnówka sp. j.;PL;in use;;
TB;TB;TURBO RAIL SERVICE SRL;RO;in use;;
TBDDP;TBDDP;„Дaйнинг eнepджи” ЕООД;BG;in use;;
ТБДTП;TBDTP;„ТБД - Тoвapни прeвoзи” EАД;BG;in use;;
TBG;TBG;Tegernseebahn-Betriebsgesellschaft;DE;in use;tegernsee-bahn.de;
TBL;TBL;TRANSBLUE S.R.L.;RO;in use;;
TBR;TBR;Touristenbahnen im Rheinland GmbH;DE;in use;selfkantbahn.de;
TC;TC;T&C sp. z o. o.;PL;in use;tc.org.pl;
TCA;TCA;Terminal Athus;BE;in use;tca.be;
TCDD;TCDD;Türkiye Cumhuriyeti Devlet Demiryollari Isletmesi;TR;in use;tcdd.gov.tr;OTIF
TCDDT;TCDDT;TÜRKİYE CUMHURİYETİ DEVLET DEMİR YOLLARI TAŞIMACILIK A.Ş. GENEL MÜDÜRLÜĞÜ;TR;in use;tcddtasimacilik.gov.tr/;OTIF
TCNFR;TCNFR;TECNOFER S.P.A.;IT;in use;tecnoferspa.com;
TCS;TCS;Train Charter Services B.V.;NL;in use;traincharter.eu;
TD;TD;Transdev Regio GmbH;DE;in use;transdev.de;
TDH;TDH;Transdev Hannover GmbH;DE;in use;sbahn-hannover-2022.de;
TDKP;TDKP;Tomasz Neumann NEU-TRANS-TEL Przedsiębiorstwo Usługowo-Handlowo-Transportowe;PL;in use;;
TDKPL;TDKPL;TDK PLUS sp. z o.o.;PL;in use;;
TDM;TDM;Transdev Mitteldeutschland GmbH;DE;in use;;
TDR;TDR;Transregio Deutsche Regionalbahn;DE;in use;trans-regio.de;
TDRO;TDRO;Transdev Regio Ost GmbH;DE;in use;mitteldeutsche-regiobahn.de;
TDRR;TDRR;Transdev RheinRuhr GmbH;DE;in use;transdev.de;
TDZ/ТДЖ;TDZ;Tajikistan Railways (TДЖ);TJ;in use;;OTIF
TE;TE;Stadtwerke Trossingen - Trossinger Eisenbahn;DE;in use;swtro.de;
TEC;TEC;TecSol Switzerland AG;CH;in use;tecsol.ch;OTIF
TECO;TECO;EUROVIA Beton GmbH;DE;in use;teco-schallschutz.de;
TECSA;TECSA;TECSA EMPRESA CONSTRUCTORA, S.A.;ES;in use;tecsa.es;
tecyr;TECYR;TECYR CONSTRUCCIONES Y REPARACIONES, S.A.;ES;in use;tecyrsa.com;
TECZW;TECZW;TECKLENBORG GmbH & Co. KG;DE;Revoked;tecklenborg.de;
TEE;TEE;TransEuropEisenbahn AG;CH;in use;transeurop.ch;OTIF
TEECL;TEECL;Verein TEE-CLASSICS;CH;in use;tee-classics.ch;OTIF
TEF;TEF;TRANS EXPEDITION  FEROVIAR  S.R.L.;RO;in use;tef.com.ro;
TEFLF;TEFLF;LOGISTICA FEROVIARA SRL;RO;Revoked;;
TEGRA;TEGRA;TEGRAD d.o.o.;SI;in use;tegrad.si;
TEJO;TEJO;Tejo Energia - Produção e Distribuição de Energia Eléctrica, S.A.;PT;in use;tejoenergia.com;
TEK;TEK;TEK SRL;RO;in use;;
TEKCO;TEKCO;TEKNO CONSTRUZIONI SRL;IT;in use;dadiutorio.it;
TEKOL;TEKOL;TEKOL sp. z o.o.;PL;in use;tekol.pl;
TEL;TEL;Touristik-Eisenbahn Lüneburger Heide GmbH;DE;in use;heide-express.de;
TELIC;TELIC;TELEFONOS LINEAS Y CENTRALES;ES;in use;telice.es;
TEMF;TEMF;TEMFERRO;FR;in use;tso.fr;
TEMMZ;TEMMZ;Tessta s.r.o.;CZ;in use;tessta.cz;
TEMSK;TEMSK;TEMPRA s.r.o.;SK;in use;tempra.sk;
TENT;TENT;Privredno drustvo "Termoelektrane Nikola Tesla" d.o.o.;RS;in use;tent.rs;OTIF
TER;TER;TPER S.p.A;IT;in use;tper.it;
TERÄS;TERAS;Teräspyörä Oy;FI;in use;steelwheel.fi;
TESBG;TESBG;Транселстрой” ЕООД;BG;in use;transelstroi.eu;
TETT;TETT;Trains & Traction;FR;in use;traindesmouettes.fr;
TEUGL;TEUGL;TRANSEUROPA PORT SA - SUCURSALA DROBETA TR. SEVERIN;RO;in use;teu-group.ro;
TEV;TEV;Thüringer Eisenbahnverein Weimar e.V.;DE;in use;thueringer-eisenbahnverein.de;
TFB;TFB;FERRE BARBERAS.L.;ES;in use;;
TFC;TFC;TRANSFEROVIAR CALATORI SRL;RO;in use;;
TFCH;TFCH;Thommen-Furler AG;CH;in use;thommen-furler.ch;OTIF
TFE;TFE;Dispo-Tf Education GmbH;DE;in use;dispo-tf.de;
TFEF;TFEF;Time Fret Express France;FR;in use;;
TFF;TFF;TRAVAUX FERROVIAIRES FRANCAIS;LU;in use;tt-group.lu;
TFG;TFG;TRANSFEROVIAR GRUP S.A.;RO;in use;transferoviar.ro;
TFI;TFI;FEROTRANS TFI SRL;RO;in use;;
TFT;TFT;Train4Train GmbH;DE;in use;train4train.com;
TGOJ;TGOJ;TGOJ Trafik AB;SE;Revoked;tgojtrafik.se;
TGR;TGR;T G R Rostock Tief-, Gleis-, Straßen-, Kabelleitungs- und Ingenieurbau GmbH;DE;in use;tgr-gmbh.de;
THADE;THADE;Thales Deutschland GmbH;DE;in use;thalesgropu.com/de/europe/deutschland;
THAG;THAG;Thommen AG;CH;in use;thommen-recycling.ch;OTIF
THAPL;THAPL;Thales Polska sp. z o.o.;PL;in use;thalesgroup.com;
ThB;THB;Thurbo AG;CH;in use;thurbo.ch;OTIF
ThE;THE;Thüringer Eisenbahn;DE;in use;thueringer-eisenbahn.de;
THF;THF;TEHNOTRANS FEROVIAR SRL;RO;in use;;
THG;THG;THG Baugesellschaft mbH;DE;in use;thg-baugesellschaft.de;
THI;THI;THI Factory;BE;in use;thalys.com;
THIEL;THIEL;N. Thieltges GmbH & Co. KG;DE;in use;thieltges-bau.de;
THL;THL;Thévenaz-Leduc SA;CH;in use;barec.ch;OTIF
THM;THM;Train Hungary Magánvasút Kft;HU;in use;trainhungary.hu;
THRM;THRM;TORHAMER Maciej Chamerski;PL;in use;torhamer.pl;
TI;TI;Trenitalia S.p.A.;IT;in use;trenitalia.it;
TiB;TIB;Tåg i Bergslagen;SE;in use;;
TILO;TILO;TILO SA;CH;in use;;OTIF
TIM;TIM;TIM Rail Eisenbahngesellschaft mbH;DE;in use;tim-logistik.de;
TIS;TIS;TRANSFER INTERNATIONAL SPEDITION SRL;RO;in use;tts-group.ro;
TJF;TJF;Tjustbygdens Järnvägsförening;SE;in use;smalsparet.se;
TJM;TJM;Tezhka Zhelezopatna Mehanizatzia EAD;BG;in use;;
TK;TK;Cargorail - Transportes de Mercadorias, S.A.;PT;in use;;
TKAB;TKAB;Svenska Tågkompagniet AB;SE;in use;tagkompaniet.se;
TKB;TKB;TKB Tief- und Kabelbau GmbH;DE;in use;tkb-bau.de;
TKGFT;TKGFT;Thyssen Krupp Gft Gleistechnik Gmbh;DE;in use;;
TKLS;TKLS;Thyssen Krupp GFT Gleistechnik GmbH;DE;in use;tkgftgleistechnik.de;
TKM;TKM;TECHNI KOL Małgorzata Gawlik;PL;in use;techni-kol.pl;
TKMLT/TKMЛТ;TKMLT;ThyssenKrupp Materials d.o.o., Inđija;RS;in use;;OTIF
TKPS;TKPS;TKP Silesia Spółka z ograniczoną odpowiedzialnością Sp. K.;PL;in use;tkpsilesia.pl;
TKSGE;TKSGE;Tyczka Kohlensäure  GmbH & Co KG;DE;Revoked;tyczka-gase.de;
TKU;TKU;TKU GmbHTiefbau- Kabelbau-Umwelttechnik GmbH;DE;in use;tku-gmbh.de;
TL;TL;TL Train Logistic GmbH;DE;in use;tl-logistic.com;
TLCRG;TLCRG;Transport line Cargo s.r.o.;CZ;in use;transportline.eu;
TLG;TLG;Transport und Logistik GmbH;DE;in use;tlg-ag.de;
TLLOC;TLLOC;Transport line Locomotive s.r.o.;CZ;in use;transportline.eu;
TLOK;TLOK;PHU TOM-LOK Tomasz Plata;PL;in use;;
TLS;TLS;ALSTOM Transport Deutschland GmbH;DE;in use;alstom.com;
TLSA;TLSA;Transports Publics de la Région Lausannoise sa;CH;in use;t-l.ch;OTIF
TLSDY;TLSDY;TLS DEMİRYOLU TAŞIMACILIĞI TICARET A.Ş.;TR;in use;tlslojistik.com;OTIF
TLSK;TLSK;Tatra-Leasing, s.r.o.;SK;in use;tatraleasing.sk;
TLSSK;TLSSK;TransLog Slovakia, a.s.;SK;in use;translog.sk;
TLV;TLV;Talvivaaran Kaivososakeyhtiö Oyj;FI;Revoked;talvivaara.com;
TLVG;TLVG;Trainlog GmbH;DE;in use;trainlog.at;
TLVKP;TLVKP;Talvivaara  Sotkamo Oy:n konkurssipesä;FI;in use;talvivaara.com;
TLWSK;TLWSK;TransLog Wagon, s.r.o.;SK;in use;translog.sk;
TM;TM;Transchem Sp. zo. o.;PL;in use;transchem.com.pl;
TMAS;TMAS;TARALDSVIK Maskin AS;NO;in use;taraldsvik.no;
TMB;TMB;Tramway du Mont Blanc;FR;Revoked;;
TME;TME;Torsten Meincke Eisenbahn GmbH;DE;in use;;
TMEC;TMEC;Tesmec Rail;FR;in use;tesmec.com;
TMF;TMF;T.M.F. SA;FR;in use;;
TMH;TMH;TMH Services GmbH;DE;in use;tmh.international/en;
TMK;TMK;TMK - RESITA S.A.;RO;in use;tmk-artrom.ro;
TMKA;TMKA;TMK-ARTROM SA;RO;in use;tmk-artrom.ro;
TMMM;TMMM;T3M;FR;in use;t3m.fr;
TMR;TMR;TMR Transports de Martigny et Régions SA;CH;in use;tmrsa.ch;OTIF
TMRAB;TMRAB;TMRail AB;SE;in use;tmrail.se;
TMT;TMT;Transmart Trains Limited;UK;in use;transmarttrains.com;
TMW;TMW;Technisches Museum Wien;AT;in use;tmw.at;
TN;TN;TRENORD;IT;in use;trenitalialenord.it;
TNI;TNI;TN International;FR;in use;areva.com;
TNR;TNR;Tenor S.r.l.;IT;in use;inrail.it;
TNT;TNT;Association Train Nostalgique de la Vallée du Trient (TNT);CH;in use;;OTIF
TNTD;TNTD;Tenutado SK, a.s.;SK;in use;;
TOBI;TOBI;Schmiedewaren Biller;DE;in use;;
TOELN;TOELN;Tölner GmbH;DE;in use;;
TOOŽ;TOOZ;Technická obnova a ochrana železníc a.s;SK;in use;;
TOR;TOR;TORPOL S.A.;PL;in use;torpol.pl;
TORAM;TORAM;TORAMOS s.r.o.;CZ;in use;toramos.cz;
TORK;TORK;TORKAM sp. z o.o.;PL;in use;torkam.eu;
TORO;TORO;Przedsiębiorstwo “TORO” Piotr Kowalski Sp. Komandytowa;PL;in use;;
TORRE;TORRE;Tor- Rent Konrad Adamkiewicz;PL;in use;tor-rent.pl;
TORW;TORW;Andrzej Kierna TORWAG;PL;in use;;
TOUAX;TOUAX;TOUAX RAIL LIMITED;FR;in use;touaxrail.com;
TOVA;TOVA;TRAKCE, a.s.;CZ;in use;;
TOZK;TOZK;Towarzystwo Ochrony Zabytków Kolejnictwa i Organizacji Skansenów Pyskowice;PL;in use;tozk.pl;
TP;TP;TRASPORTI PESANTI SRL;IT;in use;pesantisrl.it;
TPAS;TPAS;Trainpoint Norway AS;NO;in use;;
TPC;TPC;Transports Publics du Chablais SA;CH;in use;tpc.ch;OTIF
TPCF;TPCF;TPCF, Train du Pays Cathare et du Fenouillèdes;FR;in use;tpcf.fr;
TPCZ;TPCZ;TransPlus (Česko);CZ;in use;;
TPF;TPF;Transports publics fribourgeois;CH;in use;tpf.ch;OTIF
TPFI;TPFI;Transports publics fribourgeois Infrastructure (TPF INFRA) SA;CH;in use;tpf.ch;OTIF
TPG;TPG;Transports publics genevois (TPG);CH;in use;tpg.ch/;OTIF
TPI;TPI;Terminal Piacenza Intermodale S.r.l.;IT;in use;hupac.com/EN/Terminal-Piacenza-Intermodale Srl-Piacenza-6b3c3700;
TPL;TPL;Toplivo PLC / Топливо АД;BG;in use;;
TPLN;TPLN;„TPAHC-ПOPT-ЛEЙH” OOД;BG;in use;;
TPN;TPN;Totalprosjekt Namsskogan AS;NO;in use;totalprosjekt-namsskogan.no;
TEЦБД;TPPBD;TEЦ Bobov dol-EAД;BG;in use;;
TППMP;TPPMR;„TEЦ- Mapицa 3” АД;BG;in use;;
TPSVK;TPSVK;TransPlus (Slovensko) s.r.o.;SK;in use;;
TPX;TPX;Trans-Pennine Express;UK;Blocked;firstgroup.com/tpexpress;
TR;TR;TR Trans Rail AG;CH;in use;tr-transrail.ch;OTIF
TRA;TRA;TRATEC-SK s.r.o.;SK;in use;;
TRAAL;TRAAL;TRANSMODAL LTD;BG;in use;;
tracc;TRACC;Traccion Rail s.l.;ES;in use;azvi.es;
TRACE;TRACE;ТРЕЙС ГРУП ХОЛД АД;BG;in use;tracebg.com;
TRACK;TRACK;ON-TRACK, s.r.o.;CZ;in use;ontrack-web.com;
TRAIN;TRAIN;TRI Train Rental GmbH;DE;in use;train-rental.com;
TRAK;TRAK;Trakcia AD / Тракция АД;BG;in use;traction.com;
TRAKC;TRAKC;TRAKCE A.S. Spółka Akcyjna Oddzial w Polsce;PL;in use;;
TRAKO;TRAKO;TRAKOL sp. z o.o.;PL;in use;;
TRAME;TRAME;TRAMESA S.A;ES;in use;tramesa.com;
TRAMO;TRAMO;TRAMO RAIL, a.s.;CZ;in use;;
TRANS;TRANS;TRANSPORTSERVIS, spol. s r.o.;CZ;in use;;
TRAPI;TRAPI;Trans Rapid s.r.o.;CZ;in use;;
TRAPL;TRAPL;TRAKCJA PRKiI S.A.;PL;in use;trakcjapolska.com;
TRAPP;TRAPP;Trapp Tief- und Gleisbau GmbH;DE;in use;trapp-gleisbau.de;
TRARI;TRARI;Transagent d.o.o;HR;in use;transagent.biz;
TRARR;TRARR;Transagent Rail d.o.o;HR;in use;transagent.hr;
TRAS;TRAS;Trasfeimer Trasporti Ferroviari Innovativi Meridionali S.p.A.;IT;in use;;
TRC;TRC;TIM RAIL CARGO;RO;in use;timrailcargo.ro;
TRE;TRE;TOMI - REMONT a.s.;CZ;in use;;
TREVI;TREVI;Trevisan S.r.l.;IT;in use;;
TRF;TRF;Transalp Renouvellement;FR;in use;transalp-renouvellement.fr;
TRFSA;TRFSA;TRANSFESA (Transportes Ferroviarios Especiales S.A.);ES;in use;transfesa.com;
TRFSR;TRFSR;TRANSFESA RAIL S.A.U.;ES;in use;transfesa.com;
TRG;TRG;TRIANGULA Logistik GmbH;DE;in use;triangula.de;
TRGAZ;TRGAZ;TRANSGAZ S.A.;AT;in use;transgaz.ch;
TRGTI;TRGTI;TENSOL RAIL SA;CH;in use;tensolrail.com;OTIF
TRI;TRI;Transins Industry;BG;in use;;
TRIAI;TRIAI;INGENIERÍA Y TÉCNICA DEL TRANSPORTE, TRIA S.A.;ES;in use;;
TRIM;TRIM;TRIMAN Építőipari Kft.;HU;in use;triman.hu;
TRK;TRK;Turkmenistan Railways;TM;in use;;OTIF
TRKK;TRKK;Przedsiębiorstwo Budownictwa Specjalistycznego TRANSKOL Sp. z o.o.;PL;in use;transkol.eu;
TRKN;TRKN;TURKON DEMIRYOLU TAŞIMACILIK ANONIM ŞIRKETI;TR;in use;turkonholding.com;OTIF
TRKOW;TRKOW;Towarzystwo Rodzina Kolejarska;PL;in use;;
TRL;TRL;Timberrail Logistics GmbH;DE;in use;erfurter-bahnservice.de;
TRLG;TRLG;Tpикс Лоджистик ЕООД;BG;in use;;
TRN;TRN;TRN SA (Transports régionaux neuchâtelois);CH;in use;trn.ch;OTIF
TRNY;TRNY;TRAK Rail, s.r.o.;CZ;in use;trak-rail.cz;
TROL;TROL;TRANSPOL Sp. z o.o.;PL;in use;;
TRON;TRON;TRONOS AG;CH;in use;;OTIF
TROYA;TROYA; TROYA CONSTRUCCIONES FERROVIARIAS, S.L.;ES;in use;troyacf.es;
TRR;TRR;TRANS RAIL SRL;RO;in use;transrail.ro;
TRS;TRS;TRINITES s.r.o.;SK;in use;;
TRSI;TRSI;Transdev Rail Sud lntermétropole (TRSI);FR;in use;;
TRSLT;TRSLT;TEKNİK RAYLI SISTEMLER PEYZAJ İNŞ. MÜH. SAN.VE TIC.LTD. ŞTİ;TR;in use;;OTIF
TRSOD;TRSOD;CIECH Cargo Sp.z o.o.;PL;in use;;
TRSPE;TRSPE;Trainspeed sp. z o.o.;PL;in use;trainspeed.eu;
TRSVI;TRSVI;TRANSERVI;ES;in use;transfesa.com;
TRTR;TRTR;Tracona Trading;SE;in use;;
TRTUR;TRTUR;TRANSTUR ULUSLARARASI NAKLİYAT VE TİCARET A.Ş;TR;in use;transtur.com.tr;OTIF
TRV;TRV;Train Value GmbH;DE;in use;trainvalue.com;
TRVEL;TRVEL;Trafikverket Elkraft;SE;in use;trafikverket.se;
TRVF;TRVF;Trafikverket;SE;in use;trafikverket.se;
TRWBE;TRWBE;TRW;BE;Revoked;lineas.net;
TRWFR;TRWFR;T.R.W;FR;in use;;
TS;TS;Tiefbau Sommerfeld GmbH;DE;in use;tiefbau-sommerfeld.de;
TSB;TSB;Taunusbahn;DE;in use;;
TSBAU;TSBAU;TS BAU GMBH;DE;in use;ts-bau.com;
TSD;TSD;Transport-Schienen-Dienst GmbH;DE;Revoked;hochwaldbahn.de;
TSE;TSE;Thomas Speich Eisenbahndienstleistungen;DE;in use;;
TSERV;TSERV;Arkadiusz Wójt Techservice;PL;in use;techservice.com.pl;
TSM;TSM;TS  Tiefbau und Service GmbH;DE;in use;mansfeldts.de;
TSO;TSO;TSO;FR;in use;tso.fr;
TSOCA;TSOCA;TSO CATENAIRES;FR;in use;tso-catenaires.fr;
TSOL;TSOL;TSOL, société du tramway du sud-ouest lausannois SA;CH;Revoked;;OTIF
TSOSA;TSOSA;Tabor Szynowy” Opole Spółka Akcyjna;PL;in use;taborszynowy.com.pl;
TSP;TSP;TERMOELECTRICA SA - SUCURSALA TERMOSERV PAROSENI;RO;in use;;
TSR;TSR;TSR Recycling GMBH & CO. KG;DE;in use;;
TSS;TSS;Traťová strojní společnost, a.s.;CZ;in use;;
TSSC;TSSC;TSS Cargo;CZ;in use;;
TSSTT;TSSTT;TSS GRADE, a.s.;SK;in use;tss.sk;
TSVAB;TSVAB;Trinseo Sverige AB;SE;in use;trinseo.com;
TSVG;TSVG;"TSV"Gorna Orjahovitza;BG;in use;tsv-bg.com;
TSVP;TSVP;"TSV" Plovdiv;BG;in use;tsv-bg.com;
TSVS;TSVS;"TSV" Sofia;BG;in use;tsv-bg.com;
TSVV;TSVV;"TSV" Varna;BG;in use;tsvvarna.com;
TSYS;TSYS;TRAKCJA SYSTEM sp. z o.o.;PL;in use;trakcjasystem.pl;
TT;TT;Trentino Trasporti S.p.A;IT;in use;trentinotransporti.it;
TTBG;TTBG;ТТ БЪЛГАРИЯ ЕООД;BG;in use;;
TTC;TTC;The Train Company;NL;in use;ttconline.nl;
TTCC;TTCC;TRADE TRANS COMBI SRL;RO;in use;tradetrans.com;
TTCNG;TTCNG;T.T. CARGO mednarodni prevozi d.o.o.;SI;in use;ttcargo.si;
TTDA;TTDA;TRAIN THUR DOLLER ALSACE;FR;in use;train-doller.org;
TTDDO;TTDDO;Tereos TTD, a.s.;CZ;in use;cukrovaryttd.cz;
TTE;TTE;Trentino Trasporti Esercizio S.p.A.;IT;in use;;
TTG;TTG;Ferro-Tech Sàrl;LU;in use;tt-group.lu;
TTGGE;TTGGE;Tyczka Gase GmbH;DE;in use;tyczka.de;
TTKOL;TTKOL;Track Tec Koltram Sp. z o.o.;PL;in use;tracktec.eu;
TTL;TTL;TTL Ltd;BG;in use;ttl-bg.com;
TTLOG;TTLOG;Track Tec Logistics sp. z o.o.;PL;in use;tracktec.eu;
TTR;TTR;TRADE TRANS RAILLOGISTICS SA;RO;in use;pambac.ro;
TTRAI;TTRAI;Track Tec Rail sp. z o.o;PL;in use;tracktec.eu;
TTS;TTS;TRANSPORT TRADE SERVICES SA;RO;in use;tts-group.ro;
TTSA;TTSA;TRACK TEC SPÓŁKA AKCYJNA;PL;in use;tracktec.eu;
TTT;TTT;Three T AB;SE;Revoked;railcare.se;
TTTRA;TTTRA;TT-TRANS, s.r.o.;SK;in use;tt-trans.sk;
TTTRO;TTTRO;TRADE TRANS TERMINAL SRL;RO;in use;tradetrans.com;
TTVL;TTVL;Train touristique de la vallée du Loir (TTVL);FR;in use;;
TTX;TTX;SFP;IT;in use;;
TUA;TUA;Società Unica Abruzzese di Trasporto TUA S.p.A.;IT;in use;tuabruzzo.it;
TUAG;TUAG;Marti Tunnel AG;CH;in use;marti-tunnel.ch;OTIF
TUG;TUG;TUG Tief- und Gleisbau Brandenburg/H. GmbH;DE;in use;tug-brandenburg.de;
TUL;TUL;Teplárna Ústí nad Labem, a.s.;CZ;in use;;
TUPRS;TUPRS;TÜPRAŞ (Türkiye Petrol Rafinerileri A.Ş.);TR;in use;tupras.com.tr;OTIF
TÜVCH;TUVCH;TÜV SÜD Schweiz AG;CH;in use;tuvsud.com/de-ch;OTIF
TVA;TVA;Association de la 141R420;FR;in use;trainvapeur-auvergne.com;
TVAB;TVAB;Tekniska Verken i Linköping AB;SE;Revoked;tekniskaverken.se;
TVK;TVK;Tiszai Vegyi Kombinát Nyrt;HU;in use;tvk.hu;
TVRG;TVRG;TovarGo, s.r.o.;CZ;in use;;
TVS;TVS;Thrall Vagonka Studénka, a.s.;CZ;in use;;
TVTLM;TVTLM;TATRAVAGÓNKA Tlmače spol. s r.o.;SK;in use;;
TVYS;TVYS;TRAVYS - Transports Vallée-de-Joux - Yverdon-les-Bains - Sainte-Croix SA;CH;in use;travys.ch;OTIF
TWA;TWA;TRANSWAGGON GmbH;DE;in use;transwaggon.de;
TWACH;TWACH;TRANSWAGGON AG;CH;in use;transwaggon.ch;OTIF
TWASE;TWASE;TRANSWAGGON AB;SE;in use;transwaggon.se;
TWBS;TWBS;Transwagon Burgas;BG;in use;;
TWE;TWE;Teutoburger Wald-Eisenbahn Gesellschaft;DE;in use;twe-connex.de;
TWFÜF;TWFUF;Verein Historischer Triebwagen 5;CH;in use;triebwagen5.ch;OTIF
TWG;TWG;TANKWAGON Sp. z o.o;PL;in use;tankwagon.pl;
TXL;TXL;TX Logistik AG;DE;in use;txlogistik.eu;
TXLA;TXLA;TX Logistik Austria GmbH;AT;in use;txlogistik.at;
TXLCH;TXLCH;TX Logistic GmbH (Schweiz);CH;in use;tx-logistik.de;OTIF
TXLI;TXLI;TX Logistik AG Filiale Italia;IT;in use;;
TYGE;TYGE;Tyczka GmbH & Co KGA;DE;in use;;
TYS;TYS;Tyseley Locomotive Works Ltd;UK;in use;vintagetrains.co.uk;
TŽ;TZ;TŘINECKÉ ŽELEZÁRNY, a.s.;CZ;in use;;
TZB;TZB;Traditionszug Berlin e.V.;DE;in use;berlin-macht-dampf.com;
TZLN;TZLN;Teplárna Zlín s.r.o.;CZ;in use;;
TŽVZG;TZVZG;TŽV Gredelj d.o.o.;HR;in use;tzv-gredelj.hr;OTIF
UAC;UAC;ETS CLAUDE;FR;in use;ets-claude.com;
UBB;UBB;Usedomer Bäderbahn GmbH;DE;in use;ubb-online.de;
UCED;UCED;ECED Přerov s.r.o.;CZ;in use;;
UCINA;UCINA;TECHNOSTEEL LBR SRL;RO;in use;;
UCLSK;UCLSK;UniCredit Leasing Slovakia, a.s.;SK;in use;unicreditleasing.sk;
UCMR;UCMR;UCM RESITA SA;RO;in use;ucmr.ro;
UDIET;UDIET;Gleis- und Signalbau Uwe Dietrich;DE;in use;;
UEF;UEF;UEF Eisenbahnverkehrsgesellschaft;DE;in use;;
UEG;UEG;Usedomer EisenbahnGbR;DE;in use;ueg-online.com;
UEGM;UEGM;UTE Energia Galicia Mantenimiento, S.A.;ES;in use;;
UEH;UEH;Unterländer Eisenbahnfreunde Heilbronn e.V.;DE;in use;;
UFA;UFA;UFA AG;CH;in use;ufa.ch;OTIF
UFO;UFO;INVEHO UFO;FR;in use;inveho.eu;
UFR;UFR;UNIFERTRANS S.A.;RO;in use;;
UHL;UHL;G.Uhlmann GmbH;DE;in use;g.uhlmann.de;
UJEVE;UJEVE;Ulrich Joh. Evers GmbH & Co. KG;DE;in use;;
ULTBG;ULTBG;Ultra-Brag AG;CH;in use;ultra-brag.ch;OTIF
UMABF;UMABF;UTE MANTENIMIENTO AVE BURGO DE EBRO - FIGUERES;ES;in use;;
UNEX;UNEX;UNEX a.s.;CZ;in use;;
UNI;UNI;UNIFERR Srl;IT;in use;clfspa.it;
UNIBB;UNIBB;Universale Bau GmbH Zweigniederlassung Bahnbau;AT;in use;;
UNICZ;UNICZ;UNILEASING a.s.;CZ;in use;unileasing.cz;
UNIDO;UNIDO;UNIPETROL DOPRAVA, a.s.;CZ;in use;;
UNPAL;UNPAL;UNIMOT Paliwa sp. z o.o.;PL;in use;unimotpaliwa.pl;
UOT;UOT;UNICOM OIL TERMINAL SA;RO;in use;unicom-group.ro;
UP;UP;up-schienenfahrzeugtechnik, Inhaber Uwe B.Pfotenhauer;DE;in use;up-schienenfahrzeugtechnik.de;
UPSOM;UPSOM;GHCL UPSOM ROMANIA S.A.;RO;in use;unicom-group.ro;
UROMA;UROMA;UROMAC SYSTEMS SA;ES;in use;uromac.com;
URW;URW;UNIKOL RAILWAY WORKSHOP S.C. BARBARA SKAWIŃSKA STANISŁAW SKAWIŃSKI;PL;in use;unikol-ko.com.pl;
USG;USG;US GOVORA CIECH CHEMICAL GROUP SA;RO;in use;usg.ro;
USRS;USRS;US RS, s.r.o.;SK;in use;;
USSK;USSK;U.S. Steel Košice;SK;in use;;
UST;UST;UNISPED Speditions- und Transportgesellschaft mbH;DE;in use;;
UTEX;UTEX;Przedsiębiorstwo Produkcyjno-Handlowe UTEX Sp. z o.o.;PL;in use;utex.com.pl;
